# Seed: 413563856
# Pattern: 3x3
# Search radius: 1000000
# chunkX,chunkZ,blockX,blockZ,distance
705776,558928,11292416,8942848,705776
229546,705873,3672736,11293968,705873
645939,-705962,10335024,-11295392,705962
-585410,-706085,-9366560,-11297360,706085
270040,-706178,4320640,-11298848,706178
706289,-568412,11300624,-9094592,706289
-706550,567243,-11304800,9075888,706550
706596,27174,11305536,434784,706596
589293,-706700,9428688,-11307200,706700
668080,-706762,10689280,-11308192,706762
706797,346282,11308752,5540512,706797
706824,-468801,11309184,-7500816,706824
706957,-450533,11311312,-7208528,706957
707103,622275,11313648,9956400,707103
707339,-13452,11317424,-215232,707339
-707345,490101,-11317520,7841616,707345
-227693,-707418,-3643088,-11318688,707418
-707449,-336594,-11319184,-5385504,707449
-356177,707612,-5698832,11321792,707612
-707656,-342045,-11322496,-5472720,707656
-557925,-707775,-8926800,-11324400,707775
-707842,406570,-11325472,6505120,707842
-255252,-707856,-4084032,-11325696,707856
632454,708018,10119264,11328288,708018
-708169,222579,-11330704,3561264,708169
708191,-200753,11331056,-3212048,708191
437492,708208,6999872,11331328,708208
-708235,-161443,-11331760,-2583088,708235
708235,-434149,11331760,-6946384,708235
-708267,-688752,-11332272,-11020032,708267
474106,-708279,7585696,-11332464,708279
708422,-659684,11334752,-10554944,708422
184965,-708441,2959440,-11335056,708441
392591,-708509,6281456,-11336144,708509
647309,-708524,10356944,-11336384,708524
-192095,-708607,-3073520,-11337712,708607
-201168,708640,-3218688,11338240,708640
-308450,708822,-4935200,11341152,708822
505332,-708867,8085312,-11341872,708867
709083,226914,11345328,3630624,709083
457248,709089,7315968,11345424,709089
-241637,709124,-3866192,11345984,709124
-108298,-709262,-1732768,-11348192,709262
709444,342949,11351104,5487184,709444
-339575,-709456,-5433200,-11351296,709456
709479,583523,11351664,9336368,709479
-53400,-709937,-854400,-11358992,709937
391014,709939,6256224,11359024,709939
-710155,-541057,-11362480,-8656912,710155
-710202,-33862,-11363232,-541792,710202
-710231,624923,-11363696,9998768,710231
710364,636712,11365824,10187392,710364
24812,710545,396992,11368720,710545
-710783,-674623,-11372528,-10793968,710783
524251,-710846,8388016,-11373536,710846
-710881,-336332,-11374096,-5381312,710881
-710977,-147109,-11375632,-2353744,710977
711177,587187,11378832,9394992,711177
711193,415009,11379088,6640144,711193
-711212,-423299,-11379392,-6772784,711212
665972,-711450,10655552,-11383200,711450
102013,-711654,1632208,-11386464,711654
-712160,-97115,-11394560,-1553840,712160
-712221,-450721,-11395536,-7211536,712221
-712259,577024,-11396144,9232384,712259
-269736,712270,-4315776,11396320,712270
-712294,-217819,-11396704,-3485104,712294
-712435,557302,-11398960,8916832,712435
-712460,544776,-11399360,8716416,712460
31937,712465,510992,11399440,712465
712474,-642713,11399584,-10283408,712474
-322877,-712550,-5166032,-11400800,712550
-343711,712562,-5499376,11400992,712562
-712996,599467,-11407936,9591472,712996
230214,-713027,3683424,-11408432,713027
713104,-402950,11409664,-6447200,713104
500988,713172,8015808,11410752,713172
713252,-223784,11412032,-3580544,713252
-713437,540328,-11414992,8645248,713437
-713654,-394852,-11418464,-6317632,713654
713708,154838,11419328,2477408,713708
-713861,658833,-11421776,10541328,713861
714086,49495,11425376,791920,714086
714255,-705014,11428080,-11280224,714255
714380,-180230,11430080,-2883680,714380
674208,-714397,10787328,-11430352,714397
307163,-714607,4914608,-11433712,714607
714744,45196,11435904,723136,714744
-86615,-715028,-1385840,-11440448,715028
-384988,-715176,-6159808,-11442816,715176
-212148,715195,-3394368,11443120,715195
715645,-567845,11450320,-9085520,715645
56566,715664,905056,11450624,715664
662915,715780,10606640,11452480,715780
715791,-118408,11452656,-1894528,715791
-715991,-344146,-11455856,-5506336,715991
716148,-678092,11458368,-10849472,716148
557723,-716250,8923568,-11460000,716250
-156260,-716412,-2500160,-11462592,716412
681042,-716445,10896672,-11463120,716445
-43325,716448,-693200,11463168,716448
235407,716532,3766512,11464512,716532
716539,-231200,11464624,-3699200,716539
-392234,716643,-6275744,11466288,716643
-716778,512613,-11468448,8201808,716778
716804,-609013,11468864,-9744208,716804
-570821,-716823,-9133136,-11469168,716823
717039,-474644,11472624,-7594304,717039
-717070,-431456,-11473120,-6903296,717070
108383,-717236,1734128,-11475776,717236
-717426,477351,-11478816,7637616,717426
47425,717479,758800,11479664,717479
-717512,-598865,-11480192,-9581840,717512
553873,-717518,8861968,-11480288,717518
-717724,-155224,-11483584,-2483584,717724
-635100,-717820,-10161600,-11485120,717820
-717862,143212,-11485792,2291392,717862
717914,-453900,11486624,-7262400,717914
-718043,312953,-11488688,5007248,718043
-718105,369814,-11489680,5917024,718105
-554828,-718182,-8877248,-11490912,718182
618385,-718189,9894160,-11491024,718189
-718208,383793,-11491328,6140688,718208
310176,718467,4962816,11495472,718467
-718476,266279,-11495616,4260464,718476
718801,-355581,11500816,-5689296,718801
-718928,-84054,-11502848,-1344864,718928
16032,718961,256512,11503376,718961
-718964,89386,-11503424,1430176,718964
719095,287045,11505520,4592720,719095
-486161,719284,-7778576,11508544,719284
719456,-87892,11511296,-1406272,719456
-584561,719745,-9352976,11515920,719745
-720091,583434,-11521456,9334944,720091
-720340,154765,-11525440,2476240,720340
-720376,-384162,-11526016,-6146592,720376
720385,162321,11526160,2597136,720385
-144878,-720502,-2318048,-11528032,720502
29768,-720509,476288,-11528144,720509
522413,-720735,8358608,-11531760,720735
526469,720774,8423504,11532384,720774
-54051,720789,-864816,11532624,720789
-716769,-721278,-11468304,-11540448,721278
540417,-721319,8646672,-11541104,721319
721338,-492195,11541408,-7875120,721338
721421,-17271,11542736,-276336,721421
594544,721461,9512704,11543376,721461
466963,-721482,7471408,-11543712,721482
358506,-721484,5736096,-11543744,721484
-721516,612790,-11544256,9804640,721516
721648,-388897,11546368,-6222352,721648
-721678,-364114,-11546848,-5825824,721678
-118114,-721846,-1889824,-11549536,721846
721876,587098,11550016,9393568,721876
-721883,-226624,-11550128,-3625984,721883
-722055,480849,-11552880,7693584,722055
-506296,-722358,-8100736,-11557728,722358
722363,-15348,11557808,-245568,722363
-722727,-721367,-11563632,-11541872,722727
722728,448740,11563648,7179840,722728
24140,-722846,386240,-11565536,722846
-210007,-722918,-3360112,-11566688,722918
-722951,-107587,-11567216,-1721392,722951
-722993,590487,-11567888,9447792,722993
88766,723016,1420256,11568256,723016
341688,-723115,5467008,-11569840,723115
723231,683395,11571696,10934320,723231
-723284,207160,-11572544,3314560,723284
723410,692810,11574560,11084960,723410
-723511,319450,-11576176,5111200,723511
723652,-337724,11578432,-5403584,723652
498091,-723816,7969456,-11581056,723816
-576047,723890,-9216752,11582240,723890
723917,471916,11582672,7550656,723917
-723941,445098,-11583056,7121568,723941
434475,724086,6951600,11585376,724086
631931,-724202,10110896,-11587232,724202
385359,-724271,6165744,-11588336,724271
266692,-724280,4267072,-11588480,724280
-390235,-724289,-6243760,-11588624,724289
487544,-724398,7800704,-11590368,724398
-724402,611327,-11590432,9781232,724402
-441252,724469,-7060032,11591504,724469
295065,-724515,4721040,-11592240,724515
-724696,-653632,-11595136,-10458112,724696
724723,247955,11595568,3967280,724723
725413,-277127,11606608,-4434032,725413
-193307,-725553,-3092912,-11608848,725553
-675550,-725664,-10808800,-11610624,725664
725691,189941,11611056,3039056,725691
-725744,690679,-11611904,11050864,725744
-174193,725750,-2787088,11612000,725750
538188,725842,8611008,11613472,725842
-221325,-725956,-3541200,-11615296,725956
-698964,726034,-11183424,11616544,726034
-726226,248875,-11619616,3982000,726226
-603933,726236,-9662928,11619776,726236
508671,726314,8138736,11621024,726314
-726453,-677548,-11623248,-10840768,726453
-39731,-726532,-635696,-11624512,726532
726624,-702030,11625984,-11232480,726624
-401214,726698,-6419424,11627168,726698
-226810,726806,-3628960,11628896,726806
727531,318664,11640496,5098624,727531
682,-727872,10912,-11645952,727872
-537692,727891,-8603072,11646256,727891
728094,-506894,11649504,-8110304,728094
-728101,158437,-11649616,2534992,728101
-728101,621873,-11649616,9949968,728101
728119,-661058,11649904,-10576928,728119
509993,-728165,8159888,-11650640,728165
728496,-123480,11655936,-1975680,728496
-728718,594617,-11659488,9513872,728718
-728784,29692,-11660544,475072,728784
-729226,-543869,-11667616,-8701904,729226
474811,-729273,7596976,-11668368,729273
223960,729415,3583360,11670640,729415
-729416,412211,-11670656,6595376,729416
606119,729610,9697904,11673760,729610
672117,729630,10753872,11674080,729630
-729801,244844,-11676816,3917504,729801
729829,-49744,11677264,-795904,729829
-83470,-729890,-1335520,-11678240,729890
730382,-359665,11686112,-5754640,730382
730480,307033,11687680,4912528,730480
-561839,730823,-8989424,11693168,730823
70499,-730883,1127984,-11694128,730883
-730940,63009,-11695040,1008144,730940
-302161,-730980,-4834576,-11695680,730980
-480022,731063,-7680352,11697008,731063
-731505,-354908,-11704080,-5678528,731505
90727,731844,1451632,11709504,731844
-732015,641074,-11712240,10257184,732015
-619439,-732034,-9911024,-11712544,732034
-732114,261028,-11713824,4176448,732114
-37610,-732119,-601760,-11713904,732119
-732156,89659,-11714496,1434544,732156
-732185,-6160,-11714960,-98560,732185
-12534,-732214,-200544,-11715424,732214
-732260,494981,-11716160,7919696,732260
372576,-732289,5961216,-11716624,732289
732380,-506893,11718080,-8110288,732380
-732572,33068,-11721152,529088,732572
-732645,157530,-11722320,2520480,732645
547709,732765,8763344,11724240,732765
732804,504002,11724864,8064032,732804
-523043,-732828,-8368688,-11725248,732828
280577,733270,4489232,11732320,733270
733332,-504646,11733312,-8074336,733332
-733370,-428939,-11733920,-6863024,733370
-733393,-307343,-11734288,-4917488,733393
733396,-239627,11734336,-3834032,733396
733768,-519807,11740288,-8316912,733768
734016,222002,11744256,3552032,734016
-734043,584375,-11744688,9350000,734043
734047,731266,11744752,11700256,734047
-245263,734157,-3924208,11746512,734157
-444884,-734162,-7118144,-11746592,734162
734215,261902,11747440,4190432,734215
-734302,176116,-11748832,2817856,734302
188906,734379,3022496,11750064,734379
734601,458267,11753616,7332272,734601
734763,333,11756208,5328,734763
-443150,734950,-7090400,11759200,734950
191074,-734981,3057184,-11759696,734981
214267,735314,3428272,11765024,735314
-259953,735316,-4159248,11765056,735316
735416,-219182,11766656,-3506912,735416
-735451,-542084,-11767216,-8673344,735451
-735494,-91029,-11767904,-1456464,735494
303101,735508,4849616,11768128,735508
47864,-735525,765824,-11768400,735525
-532498,735610,-8519968,11769760,735610
735772,-584486,11772352,-9351776,735772
-735853,-272230,-11773648,-4355680,735853
735883,302892,11774128,4846272,735883
-333807,-735918,-5340912,-11774688,735918
736056,715413,11776896,11446608,736056
-736059,289545,-11776944,4632720,736059
39098,-736121,625568,-11777936,736121
531611,-736201,8505776,-11779216,736201
559101,736283,8945616,11780528,736283
736474,-300158,11783584,-4802528,736474
539435,736678,8630960,11786848,736678
153878,-736686,2462048,-11786976,736686
191523,-736719,3064368,-11787504,736719
494635,-736787,7914160,-11788592,736787
736859,-484612,11789744,-7753792,736859
215408,736952,3446528,11791232,736952
-526582,-736990,-8425312,-11791840,736990
387294,-737066,6196704,-11793056,737066
-528968,-737184,-8463488,-11794944,737184
737184,241084,11794944,3857344,737184
-737247,313062,-11795952,5008992,737247
136613,737392,2185808,11798272,737392
737681,562902,11802896,9006432,737681
-322712,737754,-5163392,11804064,737754
-649141,-737779,-10386256,-11804464,737779
737807,570070,11804912,9121120,737807
-645553,737840,-10328848,11805440,737840
-737850,380268,-11805600,6084288,737850
-435456,-738055,-6967296,-11808880,738055
141146,-738055,2258336,-11808880,738055
-538590,-738119,-8617440,-11809904,738119
304973,-738244,4879568,-11811904,738244
-738307,-569876,-11812912,-9118016,738307
176584,-738332,2825344,-11813312,738332
-290110,738382,-4641760,11814112,738382
-702512,-738439,-11240192,-11815024,738439
738528,-122998,11816448,-1967968,738528
-366198,-738530,-5859168,-11816480,738530
738564,571848,11817024,9149568,738564
-4519,-739232,-72304,-11827712,739232
311649,739394,4986384,11830304,739394
-739400,-445083,-11830400,-7121328,739400
-74662,-739416,-1194592,-11830656,739416
739443,-692204,11831088,-11075264,739443
-739648,-62149,-11834368,-994384,739648
-739878,-270523,-11838048,-4328368,739878
89055,-739887,1424880,-11838192,739887
-740028,68125,-11840448,1090000,740028
-740077,246406,-11841232,3942496,740077
337103,-740190,5393648,-11843040,740190
740510,113978,11848160,1823648,740510
-463120,-740567,-7409920,-11849072,740567
-65238,740747,-1043808,11851952,740747
-741050,194759,-11856800,3116144,741050
646464,741096,10343424,11857536,741096
-741209,-533979,-11859344,-8543664,741209
741260,524218,11860160,8387488,741260
-741284,508935,-11860544,8142960,741284
33947,741420,543152,11862720,741420
-112953,-741447,-1807248,-11863152,741447
741568,39475,11865088,631600,741568
527066,741721,8433056,11867536,741721
741868,660260,11869888,10564160,741868
741869,651800,11869904,10428800,741869
-410949,741919,-6575184,11870704,741919
742158,-484103,11874528,-7745648,742158
742196,201158,11875136,3218528,742196
-383507,-742226,-6136112,-11875616,742226
-656084,742604,-10497344,11881664,742604
742605,709856,11881680,11357696,742605
246595,742875,3945520,11886000,742875
477499,742971,7639984,11887536,742971
-743041,251317,-11888656,4021072,743041
743143,26899,11890288,430384,743143
743237,-444700,11891792,-7115200,743237
743686,-700671,11898976,-11210736,743686
743699,272931,11899184,4366896,743699
605623,743755,9689968,11900080,743755
-664845,-743968,-10637520,-11903488,743968
292665,-744045,4682640,-11904720,744045
60195,744107,963120,11905712,744107
744218,-680896,11907488,-10894336,744218
-744328,-317772,-11909248,-5084352,744328
-744452,-288744,-11911232,-4619904,744452
71096,744636,1137536,11914176,744636
-744679,-81450,-11914864,-1303200,744679
-13253,744835,-212048,11917360,744835
745003,-56543,11920048,-904688,745003
144417,-745014,2310672,-11920224,745014
444226,-745117,7107616,-11921872,745117
745270,-150794,11924320,-2412704,745270
-237894,-745402,-3806304,-11926432,745402
-513521,-745489,-8216336,-11927824,745489
-745697,662952,-11931152,10607232,745697
-745872,602600,-11933952,9641600,745872
-445241,745972,-7123856,11935552,745972
397011,746063,6352176,11937008,746063
-431140,-746122,-6898240,-11937952,746122
-381901,746352,-6110416,11941632,746352
-337730,-746363,-5403680,-11941808,746363
-572749,-746472,-9163984,-11943552,746472
-98488,-746473,-1575808,-11943568,746473
-746480,185468,-11943680,2967488,746480
-746629,-274996,-11946064,-4399936,746629
115886,746673,1854176,11946768,746673
-746710,-2362,-11947360,-37792,746710
-182313,746838,-2917008,11949408,746838
-746881,-154191,-11950096,-2467056,746881
-746912,-464950,-11950592,-7439200,746912
684826,746918,10957216,11950688,746918
-747048,-573667,-11952768,-9178672,747048
314626,-747056,5034016,-11952896,747056
-747129,34045,-11954064,544720,747129
747196,-71157,11955136,-1138512,747196
22225,-747513,355600,-11960208,747513
-747823,-224520,-11965168,-3592320,747823
198597,-747835,3177552,-11965360,747835
-747923,-457396,-11966768,-7318336,747923
748044,-5769,11968704,-92304,748044
748075,-746553,11969200,-11944848,748075
-405584,748292,-6489344,11972672,748292
-375253,748407,-6004048,11974512,748407
748522,-724980,11976352,-11599680,748522
179401,748604,2870416,11977664,748604
264918,-748613,4238688,-11977808,748613
748671,-516575,11978736,-8265200,748671
-748709,-442354,-11979344,-7077664,748709
-220133,748840,-3522128,11981440,748840
-748867,207160,-11981872,3314560,748867
39884,748935,638144,11982960,748935
-90636,-748989,-1450176,-11983824,748989
748999,306763,11983984,4908208,748999
749064,-432684,11985024,-6922944,749064
749150,-126086,11986400,-2017376,749150
-749227,-521144,-11987632,-8338304,749227
439421,749238,7030736,11987808,749238
749256,-351602,11988096,-5625632,749256
-749332,-528226,-11989312,-8451616,749332
749568,-699591,11993088,-11193456,749568
-749588,647771,-11993408,10364336,749588
749692,460317,11995072,7365072,749692
749709,-24706,11995344,-395296,749709
42599,-749867,681584,-11997872,749867
625483,-749947,10007728,-11999152,749947
-750083,55067,-12001328,881072,750083
23980,-750113,383680,-12001808,750113
273493,-750161,4375888,-12002576,750161
750306,-682525,12004896,-10920400,750306
676566,750458,10825056,12007328,750458
-421804,-750513,-6748864,-12008208,750513
459084,-750528,7345344,-12008448,750528
457244,-750532,7315904,-12008512,750532
316213,-750799,5059408,-12012784,750799
-750889,454506,-12014224,7272096,750889
41453,750939,663248,12015024,750939
750941,728434,12015056,11654944,750941
27546,751020,440736,12016320,751020
-751033,611833,-12016528,9789328,751033
-751101,685981,-12017616,10975696,751101
-751101,685982,-12017616,10975712,751101
-199563,-751180,-3193008,-12018880,751180
751257,1498,12020112,23968,751257
275746,-751304,4411936,-12020864,751304
-490663,751329,-7850608,12021264,751329
751344,371776,12021504,5948416,751344
-465830,751365,-7453280,12021840,751365
-751441,373715,-12023056,5979440,751441
455996,-751447,7295936,-12023152,751447
751490,63679,12023840,1018864,751490
751497,303688,12023952,4859008,751497
493203,751697,7891248,12027152,751697
-661470,-751722,-10583520,-12027552,751722
584390,-751746,9350240,-12027936,751746
-751751,-29628,-12028016,-474048,751751
-467848,751907,-7485568,12030512,751907
40818,-752247,653088,-12035952,752247
-149330,-752288,-2389280,-12036608,752288
-176095,-752292,-2817520,-12036672,752292
-100817,752560,-1613072,12040960,752560
-752569,-192062,-12041104,-3072992,752569
689962,-752639,11039392,-12042224,752639
752893,275266,12046288,4404256,752893
329476,752963,5271616,12047408,752963
-391239,753222,-6259824,12051552,753222
-12205,-753250,-195280,-12052000,753250
88463,753361,1415408,12053776,753361
428125,753465,6850000,12055440,753465
753560,292927,12056960,4686832,753560
753645,-20500,12058320,-328000,753645
753767,-120223,12060272,-1923568,753767
-753919,-526181,-12062704,-8418896,753919
534560,-753927,8552960,-12062832,753927
-753976,317616,-12063616,5081856,753976
-214112,-754110,-3425792,-12065760,754110
-754175,446642,-12066800,7146272,754175
754205,395877,12067280,6334032,754205
-159376,-754230,-2550016,-12067680,754230
-754306,108441,-12068896,1735056,754306
182204,754602,2915264,12073632,754602
-685985,754714,-10975760,12075424,754714
-754794,-318561,-12076704,-5096976,754794
754927,-306645,12078832,-4906320,754927
754980,394034,12079680,6304544,754980
755054,-219078,12080864,-3505248,755054
374570,755086,5993120,12081376,755086
-738436,755291,-11814976,12084656,755291
709120,755298,11345920,12084768,755298
141242,-755370,2259872,-12085920,755370
42223,755374,675568,12085984,755374
283148,-755577,4530368,-12089232,755577
755767,603310,12092272,9652960,755767
-756004,753344,-12096064,12053504,756004
-65370,756100,-1045920,12097600,756100
336315,756539,5381040,12104624,756539
332621,756841,5321936,12109456,756841
-756845,-252797,-12109520,-4044752,756845
757015,575936,12112240,9214976,757015
757015,-750444,12112240,-12007104,757015
740359,-757026,11845744,-12112416,757026
-757181,-555896,-12114896,-8894336,757181
-757281,-98587,-12116496,-1577392,757281
429993,757811,6879888,12124976,757811
567768,757812,9084288,12124992,757812
757917,-196323,12126672,-3141168,757917
-187842,757997,-3005472,12127952,757997
-380591,-757998,-6089456,-12127968,757998
-307397,-758386,-4918352,-12134176,758386
758389,243985,12134224,3903760,758389
670900,758403,10734400,12134448,758403
695076,758775,11121216,12140400,758775
480635,-758813,7690160,-12141008,758813
373673,-758950,5978768,-12143200,758950
-405257,759049,-6484112,12144784,759049
759065,160705,12145040,2571280,759065
94343,-759149,1509488,-12146384,759149
759177,511177,12146832,8178832,759177
759204,-642229,12147264,-10275664,759204
759261,-749645,12148176,-11994320,759261
742015,-759289,11872240,-12148624,759289
-222850,-759344,-3565600,-12149504,759344
744487,759614,11911792,12153824,759614
759695,-300120,12155120,-4801920,759695
-544703,759794,-8715248,12156704,759794
-222164,759849,-3554624,12157584,759849
760027,-738001,12160432,-11808016,760027
-442526,760116,-7080416,12161856,760116
760421,-201668,12166736,-3226688,760421
-201514,760503,-3224224,12168048,760503
760708,592047,12171328,9472752,760708
-201160,760845,-3218560,12173520,760845
760899,250629,12174384,4010064,760899
-589910,760930,-9438560,12174880,760930
-761110,206149,-12177760,3298384,761110
761240,737940,12179840,11807040,761240
761359,546637,12181744,8746192,761359
-761438,-432405,-12183008,-6918480,761438
89923,761538,1438768,12184608,761538
761628,238266,12186048,3812256,761628
-384294,761676,-6148704,12186816,761676
-137853,761868,-2205648,12189888,761868
626200,761961,10019200,12191376,761961
113820,762184,1821120,12194944,762184
762188,588571,12195008,9417136,762188
672209,762262,10755344,12196192,762262
-717559,762453,-11480944,12199248,762453
-762580,-62137,-12201280,-994192,762580
-290328,-762600,-4645248,-12201600,762600
150195,762769,2403120,12204304,762769
762916,61798,12206656,988768,762916
23941,762946,383056,12207136,762946
626265,-762953,10020240,-12207248,762953
763009,727265,12208144,11636240,763009
-679372,-763132,-10869952,-12210112,763132
763504,329562,12216064,5272992,763504
514800,763524,8236800,12216384,763524
763594,-345795,12217504,-5532720,763594
-507832,763802,-8125312,12220832,763802
-763929,273901,-12222864,4382416,763929
344901,764021,5518416,12224336,764021
-229264,764098,-3668224,12225568,764098
-764208,-264500,-12227328,-4232000,764208
764472,-744438,12231552,-11911008,764472
764491,-715316,12231856,-11445056,764491
315847,-764644,5053552,-12234304,764644
-708333,-764670,-11333328,-12234720,764670
624258,-764971,9988128,-12239536,764971
-765070,534466,-12241120,8551456,765070
765128,63892,12242048,1022272,765128
765752,-410288,12252032,-6564608,765752
765883,726916,12254128,11630656,765883
-450059,766024,-7200944,12256384,766024
-766270,-34010,-12260320,-544160,766270
-696381,-766507,-11142096,-12264112,766507
721834,766590,11549344,12265440,766590
-274706,-766629,-4395296,-12266064,766629
-356372,-766652,-5701952,-12266432,766652
-766707,-762140,-12267312,-12194240,766707
107392,-766842,1718272,-12269472,766842
-126040,-767013,-2016640,-12272208,767013
-35747,-767015,-571952,-12272240,767015
535692,767057,8571072,12272912,767057
-767062,278771,-12272992,4460336,767062
736856,-767174,11789696,-12274784,767174
767320,-152332,12277120,-2437312,767320
767540,103964,12280640,1663424,767540
767560,99787,12280960,1596592,767560
767791,9150,12284656,146400,767791
-548865,767884,-8781840,12286144,767884
-767950,698251,-12287200,11172016,767950
392221,767965,6275536,12287440,767965
189309,-768066,3028944,-12289056,768066
-768087,-429476,-12289392,-6871616,768087
25378,-768145,406048,-12290320,768145
-768507,435507,-12296112,6968112,768507
721007,768631,11536112,12298096,768631
-768786,155692,-12300576,2491072,768786
389872,-768836,6237952,-12301376,768836
-211694,768839,-3387104,12301424,768839
-768975,421501,-12303600,6744016,768975
769068,-583376,12305088,-9334016,769068
769352,528062,12309632,8448992,769352
200583,769382,3209328,12310112,769382
546596,769520,8745536,12312320,769520
-748172,769699,-11970752,12315184,769699
769711,-268439,12315376,-4295024,769711
769723,-381963,12315568,-6111408,769723
769746,434671,12315936,6954736,769746
476089,770195,7617424,12323120,770195
-770268,441588,-12324288,7065408,770268
-7507,770794,-120112,12332704,770794
-770918,-142019,-12334688,-2272304,770918
771015,-364596,12336240,-5833536,771015
771056,376524,12336896,6024384,771056
-310519,-771235,-4968304,-12339760,771235
281899,771277,4510384,12340432,771277
771447,171028,12343152,2736448,771447
337520,-771566,5400320,-12345056,771566
-2424,771744,-38784,12347904,771744
-613581,-771761,-9817296,-12348176,771761
-771812,-265695,-12348992,-4251120,771812
771815,551479,12349040,8823664,771815
772038,-154862,12352608,-2477792,772038
-772056,760042,-12352896,12160672,772056
772131,-529373,12354096,-8469968,772131
-258056,-772160,-4128896,-12354560,772160
438168,-772609,7010688,-12361744,772609
-622444,-772616,-9959104,-12361856,772616
-26569,772633,-425104,12362128,772633
772723,-476105,12363568,-7617680,772723
-594062,772759,-9504992,12364144,772759
772784,-434839,12364544,-6957424,772784
772878,612492,12366048,9799872,772878
-773048,575046,-12368768,9200736,773048
-773345,-599226,-12373520,-9587616,773345
773349,-701224,12373584,-11219584,773349
773544,-719267,12376704,-11508272,773544
773567,-517992,12377072,-8287872,773567
-773568,-310213,-12377088,-4963408,773568
-774039,77943,-12384624,1247088,774039
-774112,-140904,-12385792,-2254464,774112
629966,774452,10079456,12391232,774452
774457,54393,12391312,870288,774457
774523,-66892,12392368,-1070272,774523
-774705,492395,-12395280,7878320,774705
-774811,-672390,-12396976,-10758240,774811
585702,-775143,9371232,-12402288,775143
-775210,-374550,-12403360,-5992800,775210
775434,654344,12406944,10469504,775434
-97784,775484,-1564544,12407744,775484
775507,418558,12408112,6696928,775507
619600,775729,9913600,12411664,775729
-443637,775734,-7098192,12411744,775734
775743,66689,12411888,1067024,775743
-775899,-293375,-12414384,-4694000,775899
-289207,-776027,-4627312,-12416432,776027
570484,-776108,9127744,-12417728,776108
-19498,776398,-311968,12422368,776398
-776687,-215885,-12426992,-3454160,776687
306621,776781,4905936,12428496,776781
83268,-776896,1332288,-12430336,776896
-734146,-777097,-11746336,-12433552,777097
559544,-777142,8952704,-12434272,777142
640794,777659,10252704,12442544,777659
-94237,-777766,-1507792,-12444256,777766
-94237,-777767,-1507792,-12444272,777767
-777771,-712846,-12444336,-11405536,777771
-777800,629920,-12444800,10078720,777800
778404,272090,12454464,4353440,778404
-778557,-184112,-12456912,-2945792,778557
-571843,-778662,-9149488,-12458592,778662
-217645,-778736,-3482320,-12459776,778736
778761,-204187,12460176,-3266992,778761
-779025,-481133,-12464400,-7698128,779025
-699668,-779127,-11194688,-12466032,779127
779196,-172876,12467136,-2766016,779196
-779200,693849,-12467200,11101584,779200
402306,779348,6436896,12469568,779348
684404,-779478,10950464,-12471648,779478
-779531,86557,-12472496,1384912,779531
779655,526666,12474480,8426656,779655
193101,-779690,3089616,-12475040,779690
-779697,-509504,-12475152,-8152064,779697
-779722,-755915,-12475552,-12094640,779722
219443,779730,3511088,12475680,779730
-779792,-628091,-12476672,-10049456,779792
780016,-592624,12480256,-9481984,780016
780249,-191767,12483984,-3068272,780249
780349,-729328,12485584,-11669248,780349
-252792,780458,-4044672,12487328,780458
780538,256177,12488608,4098832,780538
781428,222688,12502848,3563008,781428
-160166,-781808,-2562656,-12508928,781808
781813,-225173,12509008,-3602768,781813
781848,-290773,12509568,-4652368,781848
781926,-46150,12510816,-738400,781926
-306176,-782036,-4898816,-12512576,782036
782081,-451482,12513296,-7223712,782081
-683561,782126,-10936976,12514016,782126
263450,782401,4215200,12518416,782401
362825,782783,5805200,12524528,782783
-715504,-782802,-11448064,-12524832,782802
-750545,-782986,-12008720,-12527776,782986
-783176,711014,-12530816,11376224,783176
783215,171318,12531440,2741088,783215
783256,704967,12532096,11279472,783256
-783393,-651526,-12534288,-10424416,783393
-769221,783458,-12307536,12535328,783458
249050,783462,3984800,12535392,783462
484500,783465,7752000,12535440,783465
-295485,783487,-4727760,12535792,783487
691658,783623,11066528,12537968,783623
-783717,291622,-12539472,4665952,783717
-528220,783774,-8451520,12540384,783774
-266406,783930,-4262496,12542880,783930
784470,685211,12551520,10963376,784470
784542,529390,12552672,8470240,784542
-784669,775563,-12554704,12409008,784669
-784886,-203952,-12558176,-3263232,784886
-5706,-784927,-91296,-12558832,784927
784959,627917,12559344,10046672,784959
-784968,34971,-12559488,559536,784968
-487121,-785016,-7793936,-12560256,785016
216201,-785118,3459216,-12561888,785118
-785260,-494475,-12564160,-7911600,785260
166833,-785323,2669328,-12565168,785323
785515,203195,12568240,3251120,785515
785585,365015,12569360,5840240,785585
-674891,-785709,-10798256,-12571344,785709
785795,-727166,12572720,-11634656,785795
390398,-785893,6246368,-12574288,785893
786039,754770,12576624,12076320,786039
-574260,-786101,-9188160,-12577616,786101
-5233,786119,-83728,12577904,786119
228214,-786174,3651424,-12578784,786174
-688095,786265,-11009520,12580240,786265
84615,-786523,1353840,-12584368,786523
786525,-84918,12584400,-1358688,786525
-525468,786679,-8407488,12586864,786679
544694,786705,8715104,12587280,786705
-362414,786826,-5798624,12589216,786826
786887,-255419,12590192,-4086704,786887
786922,-379608,12590752,-6073728,786922
-744687,786936,-11914992,12590976,786936
-787050,-532469,-12592800,-8519504,787050
-542001,787068,-8672016,12593088,787068
787152,-261902,12594432,-4190432,787152
